feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
2.6728209003515535,3.5096732199204363,-1.601236321616965,5.0431581817029745,-1.5055458739072076,-1.930122251984798,3.032121832110235,0.299641187443805,3.853270650180621,-2.138217008481349,-0.407010796500612,-2.8807224580667627,4.124291086197968,0.176511866973047,-0.39938290292794476,-1.8301964280673688,5.665768468530654,0.8435504091688937,-2.6989795577979496,14.30651141754505,0
1.2965945341559246,0.20872392725373007,1.74127205621912,5.580636925049004,1.5154482881115112,1.6004451130594646,-3.0747521742906145,-0.6078422064264841,-1.7630755585876186,-1.3539724670871551,-1.5558817754401588,3.174731656004782,2.8709447030888846,0.8319143873756948,-0.6230808443332134,-2.0463507312066254,7.41852394532101,1.1113561841730932,-1.7601724691107732,4.715367732646765,1
3.323682088178496,8.62812211056797,0.39821287842648395,-1.9022250251694626,3.6176822004079527,-0.8846457837493074,1.6882403852532444,-0.46357284617112404,0.5464595140687767,0.13044502454041473,3.960967333482503,0.6251106939876259,9.156498944115537,1.396002717756097,2.28285757420397,-0.5419543105695592,-2.142165901982234,-0.6458880544340128,-2.054997701641708,11.272138075426225,1
0.44542248205237633,7.794345706742445,-0.17597405461662044,-4.037456074929536,4.050362070239222,1.2777888344429307,5.380318736015976,2.0478265796557436,-0.2790197114358143,-1.566398282355566,3.188125758699083,4.007605670214015,8.827180060983846,-1.7953504292326175,-0.008277754702968876,0.26481195087085996,8.411952981143521,0.40650434599374996,-6.917108305494344,9.337889241227678,1
-0.6408179847613911,-0.2847003806185666,1.0880388357617128,0.023069152778701918,1.4071575466356152,-4.740862259020674,-3.8243493367097336,-0.4443862851055618,-0.11843672312922648,-0.29907056045313307,-1.0184610435527783,0.798124810213189,4.011541373880091,4.650303457831386,2.2074544616635006,0.07276117811029759,-1.301777100288708,-1.068507632151937,1.834598089024093,-0.5730073807931012,1
1.055936161089898,-1.875659914139749,-1.4802674568987817,-1.4977844967650218,-1.2239549438170214,-0.41554884500912187,-2.3271949583332985,-0.005536359166269422,0.4429454929852742,-0.45343081798205553,0.8457795448621046,2.012804582875801,-1.5810916674676823,-0.10529206365648647,-2.5995542982702684,2.3647849440142767,-5.917137032133626,0.8693291040462117,0.512008008812433,-4.04204805392345,1
-0.04392794506834807,0.7465079816720313,-0.14660705522232548,-1.0006309544250571,-0.5656428135162344,0.5503312280714223,-0.8541612273807702,-0.4003973447357812,-2.8319097305473173,-2.832959548170256,-0.10020296584191546,1.766356653569734,-1.2562800702646066,-0.646518601223421,-0.9189133939614235,-0.2079691112926646,2.0577483702076167,-1.9517072963854334,0.08735136192937998,-2.8101002061478875,1
-2.312529745780176,-6.733600509675984,0.8421578363798933,-4.717186327661981,0.7980438254799525,-3.2472501626928874,-1.639568401463622,1.7002886422979921,-0.004759946320848418,3.229354270047517,-3.984827770967163,3.415413583947098,-5.556806029210005,-1.110554676122451,0.8217840695233218,3.688620705042805,-5.514755858632678,-1.4638185841510416,3.0726212838822415,-15.868221236314627,0
0.03443919203701673,3.1417727808823726,2.143365982742418,-0.05508105371563743,0.10985799160284615,0.1821519931459392,-0.374125309747515,-0.8057858969738931,1.7942652264128394,-0.14590319627885107,2.0890040976734747,0.465610263182081,3.934871686733416,1.300764795700038,1.8500956567222469,1.316597005141607,-3.77978051957003,-1.3949888985806513,-0.4805998425458431,3.7275785797141987,1
0.35004571633300774,-6.691424338314861,1.2465963142886531,-0.1460316890576706,-0.6874054614356715,-4.97091461533252,0.45424165541216954,0.44686011639600887,-0.056899323307461724,1.5603879853040832,-3.7448955155332113,1.525203365530908,-1.3935867529482024,1.4259256300559988,-0.7129811525149117,-0.7134514539005976,1.5510761294278026,0.23266009197441945,1.7755246427857692,-4.153211088082983,0
1.0915434588374107,2.4198868592645932,-0.44978160602616035,-3.6742188179806448,0.39213773537637375,0.17235390610189277,-1.7045326193924302,-1.112955250059338,0.2661568831264681,-0.08088833338271195,2.540575314413111,-0.0012363316293109161,-0.19009937366505295,-1.4227292555124111,-1.7185428876133169,0.02588802540472157,-6.157132847450234,-1.4644520551248152,0.5000189690114502,-2.74552817441436,1
-0.08919945277706343,8.54082791325205,1.1078403000269388,-3.58319625498461,4.574599958095119,3.8926232160556173,-0.43983776469690317,-0.2900385438891823,-0.7685166269689678,-1.8803930638578674,4.66372050149212,1.7807334048759926,4.116750963701655,-3.300974110576823,-2.123529383010864,0.9725004840849103,2.273647890580189,-2.2543576731044745,-4.275391297710612,3.32349815512522,1
